,RESPONDENT_ID,Code1,Code2,Code3,Code4,Response
894,5523,1,,,,Anyone is better than Trump at this point.
895,5532,11,5.0,,,There is no reason to support Biden.  He is a lying corrupt politician who has been in Washington for almost 50 years only succeeding in enriching himself and his family.
896,5534,8,2.0,6.0,,"He is a much better person and truly understands the need for good health care, help out the middle class and to keep the ACA. Also, he won't  nominate someone for the Supreme Court is a Catholic fanatic and would put the country back 50 or more years."
897,5535,13,,,,He is presidential
898,5549,11,,,,none
899,5566,3,,,,To unite America and stop the divisiveness.
900,5571,99,,,,He can save the encomy from this crisis.
901,5572,97,,,,Isn't it very obvious omg
902,5573,3,,,,He will be transparent and tell the truth
903,5575,3,5.0,,,He doesn?t want to destroy our democracy and doesn?t represent and autocratic leader.
904,5578,97,,,,If you like higher taxes
905,5579,11,,,,None
906,5581,97,,,,I think republicans failure
907,5582,2,4.0,5.0,,"He is smarter. He is even keeled, he's not a white supremacist. He has experience. He is not a pussy grabbing pig."
908,5585,99,,,,I think he will lead better in tackling the corona virus.
909,5589,2,,,,"Joe Biden is a good, honest man who only wants what is best for the country."
910,5591,11,1.0,,,Because hes not Donald Trump and though I don't agree with him on some things or think he's the best pick but at least he's sane and rational
911,5595,2,,,,I Will support  Biden. Because he is a honest person
912,5601,97,,,,I don?t support Biden at all
913,5603,11,,,,There is no good reason.
914,5605,11,,,,there are none
915,5611,11,,,,There is no reason to support Joe Biden.
916,5612,11,,,,none
917,5614,1,,,,He's not Trump
918,5616,3,,,,He will unite the country.
919,5617,5,,,,honesty and experience
920,5626,97,,,,Gay Right's
921,5627,1,,,,He?s not trump.
922,5630,1,,,,To get Trump out of office.
923,5634,99,,,,How genuine he is AND HOW much wisdom he has received over the years catches my attention about him.
924,5648,1,11.0,,,There is no reason to support him and I don't like being tricked in surveys!!!! I support Donald Trump always!!!
925,5658,1,,,,getting rid of trump
926,5661,11,,,,None
927,5664,1,11.0,,,There is none. I truly fear for the direction of America if Biden wins presidency.
928,5670,97,,,,Covid disease he says he. Shasta plan
929,5683,13,1.0,,,"IF Trump survives C19, he'll be weak, and less able to lead the US.  Biden is healthy, and his ideas are much more viable than Trump's.  More than ever, Trump is a liability for the US."
930,5685,2,13.0,12.0,11.0,"there is no good reason to support Biden as president.  He is a racist for one and a do nothing type of leader.  He gets no results.  He is a lazy old man who does nothing but hide from the job.  People have to do his job for him.  He is a racist and bigot and a child offender.  He talks about how when he was a lifeguard and loved the little kids would come up and rub his hairy legs.  He is a disgusting old man and perverted.  That is a really weird thing for him to share and recollect, like he is proud.  He has lied about many things that comes out of his mouth and lives in a fantasy world similar to the media that claims to report news.  I really do not understand why Biden has not been held accountable for his role in the Russian lie and the other government people who took part.  It really is sad and disgusting that people get away with this because of politics.  Biden is complicit in all this and I would not hire such a loser and fraud  for an important job"
931,5686,11,,,,None
932,5692,12,1.0,,,Because he isn't Trump. He can't be nearly as stupid as he is.
933,5698,97,,,,been in the politics longer
934,5701,11,,,,Nothing
935,5702,2,,,,"Good, honest, man who isn?t a criminal"
936,5709,97,,,,Climate Change
937,5714,11,,,,None
938,5721,97,,,,his speech
939,5727,2,,,,He is reasonable and truthfully.
940,5728,11,,,,None
941,5730,6,,,,He thinks about the Older generation in the middle class.
942,5735,11,,,,i have no reason to support biden
943,5744,11,,,,None at all
944,5745,6,,,,Because he seems to be more in touch with middle class.
945,5752,11,,,,There isn't even one reason to support biden
946,5761,13,,,,He's weak
947,5762,11,,,,None
948,5771,1,,,,Trump is a clown and us unqualified being a president
949,5775,1,,,,Need a change for the good.
950,5776,3,,,,He cares about the environment
951,5779,4,1.0,,,get rid of trump and his cronies
952,5782,4,2.0,,,He has my ideals in mind. He understands people like me
953,5784,12,,,,"no good reason, don't think he can handle the job"
954,5788,13,,,,The best reason is that you want a liberal puppet who will allow radical left wing groups to push our nation towards socialism.
955,5789,11,,,,There is no reason
956,5790,1,,,,To defeat Donald Trump
957,5799,11,,,,There is no good reason
958,5803,97,,,,Biden seems like a normal enough person
959,5805,97,,,,Honesty
960,5806,97,,,,Unifier
961,5810,1,,,,Trump is terrible
962,5811,1,,,,To get Trump out of office.
963,5812,11,,,,"There is not one reason to support Biden, period!"
964,5813,5,,,,Experience
965,5814,11,,,,none
966,5817,11,,,,There are no good reasons to support him
967,5819,3,,,,Unite all the people
968,5822,12,,,,He has dignity and will lead from policy not emotion.
969,5824,97,,,,truthful
970,5827,11,,,,I would not support Biden. He proved himself previously. Very weak
971,5831,97,,,,If you are a member of his family is the only reason I can think of.
972,5833,11,,,,I don?t see any.
973,5834,99,,,,No smart person would vote for biden.
974,5835,2,,,,He is an honorable man
975,5840,8,,,,He will provide us with sensible leadership in our health crisis including following science and insuring that health insurance us available.
976,5843,97,,,,Compassionate respectful values
977,5846,11,,,,I can?t think of one reason. My fear is that he plays into all this blm crap and the average Caucasian person will be working so minorities and immigrants can get everything for free.
978,5851,97,,,,na
979,5852,2,,,,He is honest
980,5853,11,,,,"if you want to wreck the country, support him"
981,5856,1,,,,Make America great again
982,5861,1,,,,I dont like trump
983,5863,8,,,,Health care reform
984,5864,11,,,,None
985,5867,11,13.0,,,There is no good reasons to support Biden for president.  He will be controlled by the left wing or he will not be able to continue in the office and the leftist socialist will take over as president.
986,5871,97,,,,"Will tax those making over $400,000."
987,5872,1,,,,Because Trump is terrible
988,5875,3,,,,he will unite the country
989,5876,8,,,,Health insurance
990,5878,3,,,,He will follow the constitution and obey the law.  He will restore our standing around the world and represent everyone.
991,5882,2,1.0,,,he is a decent man who will work to get our countrry back on track and out of this mess trump has got us in
992,5885,2,,,,Because he is awesome!!
993,5889,11,,,,None
994,5890,5,,,,I think he's the most qualified for the job.
995,5900,11,,,,no reason
996,5902,3,,,,He cares about the people
997,5914,2,,,,Great man
998,5915,97,,,,THE BETTER MAN
999,5916,11,12.0,,,none. He is too old.
1000,5917,1,2.0,11.0,,I can think of NO good reason to support him and never would!  He is a liar and has a worthless record as a career politician
1001,5922,3,,,,He will unite us as a country.
1002,5927,1,,,,He is more for people like me middle class Trump is more for the rich
1003,5930,3,,,,He is for equality.
1004,5931,2,,,,Because he?s a decent human being
1005,5934,97,,,,need some peace and less chaos
1006,5938,11,,,,"I do not support Biden for any reason. I am voting straight republican, I even removed the Democratic Party from my registration. Cheaters and liars are something I will not associate myself with. Biden,Hillary, Obama for Prison 2020!!"
1007,5940,1,2.0,,,"because he is trustworthy and will get the job done FOR the American People, and NOT just the 1%."
1008,5943,1,,,,to get trump out
1009,5949,5,1.0,,,He's much more diplomatic and presidential than Donald Trump
1010,5955,7,,,,His policy on social security
1011,5956,4,,,,He speaks truth about issues going on both in America and around the world.
1012,5966,97,,,,"They are all good reason, but Biden has been in Washington to long, why should I believe he will do these things now? TERM LIMITS for them ALL!"
1013,5969,11,,,,"i can?t think of any thing , the questions about presidents not enough choices"
1014,5971,97,,,,his ethics are more my style
1015,5979,1,,,,He?s not Trump
1016,5980,6,,,,His help in trying to get the middle class ahead.
1017,5982,8,7.0,,,Protection of social security and health care
1018,5983,6,,,,Support of middle class
1019,5984,11,,,,None
1020,5988,11,,,,There are none
1021,5989,99,,,,You want to turn America into a 3rd world nation.
1022,5996,3,,,,He has what it takes to bring our country back
1023,5997,1,,,,He is not Donald Trump
1024,6000,13,11.0,2.0,,There is no good reason to support Biden for President. He is a corrupt liar. He will be nothing more than a puppet..
1025,6017,1,11.0,12.0,,I don't have any reason.  He seems old and weak.  He is forgetful.  I think if he gets elected he will be declared incompetent and we will get Harris as our President and that would be terrible!
1026,6023,1,,,,He is not Trump
1027,6024,3,,,,"He will look out for us and do what's right for us, not just what he thinks is right for himself."
1028,6026,13,,,,"trump is a fascist criminal conman who belongs in prison along with all of his henchmen/crime family members. biden should see that he is put there, or executed for treason."
1029,6028,11,,,,There is no good reason except he talks quietly
1030,6029,11,,,,There is no reason to support Biden
1031,6031,11,,,,There isn't one
1032,6036,7,,,,Maybe Help Social Security.
1033,6043,11,,,,I cannot think of one. I have seen what a democrat governor has done to Michigan.
1034,6044,2,,,,he is honest
1035,6045,11,,,,none
1036,6052,11,,,,None
1037,6062,97,,,,He says anything to get a vote
1038,6063,11,,,,There is no reason
1039,6065,9,,,,He is going to take the economy seriously and not make a mockery outta his position
1040,6066,11,,,,There is no reason to support Joe Biden. The man's mental and physical health is on a very fast downward spiral
1041,6067,1,,,,He's not a sociopath like Donald Trump
1042,6072,97,,,,Best person for the job
1043,6076,97,,,,Get the health crisis under control
1044,6091,5,,,,Has political experience
1045,6093,11,12.0,,,"There is no reason to support Biden for President , He is far too old and not mentally Stable. Electing Biden will Cause a Civil War in the United states , I can't vote for a Civil War"
1046,6097,7,,,,He supports protecting social security
1047,6103,97,,,,Empathetic
1048,6104,11,,,,There is no best reason
1049,6106,5,,,,"The best reason is Biden's experience. He has been in government, the senate in particular,for decades. I did not always agree with his votes, but he has grown and changed his opinions on many things. He is a reasonable politician who will pick a great team to help him lead the country."
1050,6110,99,,,,Biden and the Democrats have not provided a single good reason to vote for Biden.  Sorry.
1051,6117,4,,,,None hes crazy
1052,6122,5,,,,He is more experience in politics and will be honest and fair dealing with others
1053,6123,1,,,,Because he will do a better job than trump
1054,6124,11,,,,THERE IS NO REASON HE IS JUST NOT CAPABLE
1055,6129,1,,,,He?s not Trump
1056,6131,97,,,,More in touch with blue collar workers
1057,6134,1,,,,I believe he is a more compassionate man than donlad trump. the job of presidency doesn't necessarily need a lot of compassion though!
1058,6143,1,,,,to beat Donald Trump
1059,6146,5,11.0,12.0,,There is absolutely NO reason to support Joe Biden.  He has dementia and is too old and weak.  Before this happened he spent 47u years as a career politician and has nothing to show for it.  The Democrats inserted Kamala Harris as a  VP candidate and as president she will destroy America as we know it.  The definition of stupid is to do the same thing over again and expect a different result.  Joe Biden has done nothing in 47 years and surely won't start now in his age and mental decline.
1060,6148,7,,,,That he will continue social security
1061,6153,1,,,,Donald Trump and his family are a threat and needs to be removed from the world
1062,6159,3,,,,He's an honest man who can unite the country.
1063,6163,11,,,,"I am a one-issue voter, and to me there is no good reason to support Biden."
1064,6164,2,,,,He is trust worthy
1065,6175,2,,,,He will be honest with everyone around the world
1066,6180,5,,,,"I think our county really needs to heal from all it has been through in the last four years. Our nation is sicker, poorer and less able to defend itself and its people than it has been in a very long time and what is currently happening plays a big part in that."
1067,6182,97,,,,Possibly less devided country
1068,6185,9,,,,The leadership
1069,6186,11,,,,None
1070,6191,97,,,,I f dad not support Biden at all!
1071,6193,5,2.0,1.0,,"I find Biden to me a more empathetic man than Trump; therefore, I am more comfortable with him representing and guiding the future of the United States for the next 4 or 8 years.  I think he is more honest in his communication with the public, and is more willing to listen to experts when making decisions."
1072,6194,2,,,,He is the best choice
1073,6196,1,,,,He's not Trump
1074,6197,11,13.0,,,There is no reason - he is not up to the job.
1075,6202,2,5.0,11.0,13.0,"There is no reason to support Biden. He is part of the corruption, not a leader, a follower. He says Trump lies, but the media won't fact check him, he lies all the time. In a very short time, Kamala will be the President and that would be disastrous to the US. Also serious concerns about his health, blank stares, strange statements. I'm a woman and just thinking of him creeps me out."
1076,6203,8,7.0,,,social security and medicare
1077,6207,97,,,,he doesnt tweet stupid stuff
1078,6219,13,,,,nothing I don't believe he is up to the job mentally or physically
1079,6228,13,9.0,5.0,,"I think he has more concern for the average working person. He may be not be able to do much with the economy as his policies will raise taxes and cause unemployment,"
1080,6235,11,,,,There is NOT any reason to support Biden
1081,6236,8,6.0,,,the care for middle class and protection of health care
1082,6239,2,,,,Hes is a great President
1083,6248,3,,,,He is reassuring the country that he will work for the people and work to improve the country.
1084,6249,11,,,,There is no good reason.
1085,6255,11,,,,there is no good reason
1086,6258,2,,,,"He is an honest, decent man"
1087,6260,11,,,,there is NONE
1088,6269,2,11.0,,,None. He is horrible and has always been dishonest.
1089,6288,2,,,,He is just a better person
1090,6298,11,,,,there is none and this survery is certainly biased
1091,6302,11,,,,There is no good reason..
1092,6304,1,,,,He is not a nut job like Trump.
1093,6308,11,,,,There isn't one
1094,6314,11,,,,There is none!
1095,6327,99,,,,None unless you like socialism and no law and order and burnt down cities that he refuses to condemn.
1096,6334,97,,,,Human rights
1097,6335,2,,,,He had better morals
1098,6341,97,,,,"No reason to support Biden, if he really wanted to be president why didn't he run 4 years ago!"
1099,6349,13,4.0,,,"He knows how the government works, he actually has a plan and he's not a buffoon."
1100,6351,1,,,,He?s not Donald Trump.
1101,6353,11,,,,I do not beieve there is a best reason to support Joe Biden for President.  I do not believe he has the capabilities nor the health to be President.  His background does not support honesty.
1102,6355,1,,,,He is not trump
1103,6366,13,,,,He has done more for the citizens of this country than most other presidents.
1104,6375,97,,,,Reforming racial injustices
1105,6378,1,,,,Trump
1106,6382,11,,,,None
1107,6388,97,,,,I really enjoy it
1108,6392,11,,,,No reason
1109,6396,11,5.0,,,no real good reasons to support Biden; he is a career politician and will say what he thinks will appeal to the electorate.  He can say a lot of things but his record shows that he has not/probably will not follow through on his campaign rhetoric
1110,6397,2,,,,He is honest.
1111,6404,11,,,,None that I can think of
1112,6405,5,,,,I cannot think of 1. He had 47 years to make changes he now talks about. The radical liberals..AOC has said it will be easy to get him to do things her way if elected.
1113,6408,3,,,,He will try to bring the country together.
1114,6410,3,,,,Racial equality
1115,6433,97,,,,His compassion and humanity
1116,6434,1,,,,This election is a choice between Democracy (Biden) and an Authoritarian Leadership (Trump). I think that if Trump serves another 4 years our country will be forever changed for the worse.
1117,6447,3,,,,He will unite people not tear them apart
1118,6460,1,,,,Trump is leading the states toward civil war and attempting in every way possible to avoid prosecution and imprisonment for his criminal behavior.
1119,6461,97,,,,republican
1120,6464,1,,,,Trump must go
1121,6468,97,,,,honesty understands government no always looking how to enrich selk not a mean bully
1122,6472,5,1.0,,,"The largest reason for my support is Biden is that he's running against Trump.  At this point, my vote is less voting for Biden as it is simply voting against Trump"
1123,6473,1,,,,To reverse all the damage Trump has done to our environment and address climate change
1124,6479,1,,,,he is not trump
1125,6493,2,,,,He is a honest person
1126,6494,97,,,,Honesty and compassion
1127,6495,11,,,,There is none
1128,6496,11,,,,no reason to
1129,6499,99,,,,I have no idea.
1130,6502,11,,,,There is no eeason to suppirt him
1131,6503,1,,,,Biden is Presidential; Trump is not
1132,6505,1,,,,Not as mouthy as trump
1133,6517,97,,,,Because he?s done it before
1134,6521,3,,,,Biden is an empathetic human being with feelings and he understands Americans.
1135,6522,99,,,,Not sure
1136,6524,11,,,,None
1137,6528,1,6.0,,,"I don't support Joe Biden or President Trump because the power really lies in the house and senate.Either way with me being close to retirement and lower middle class, I will have a very hard time making payments to live even close to what I'm living now."
1138,6532,97,,,,not many reasons its the dumb and dumber election not much of a choice huh
1139,6533,2,,,,Like him
1140,6540,97,,,,Go to the nursing home
1141,6543,1,,,,He?s for the average American. Trump is for the wealthy American who all don?t pay taxes
1142,6547,6,,,,"He cares about the middle class, and wants to help them."
1143,6551,5,,,,He's better for the job
1144,6556,1,8.0,,,"Because he will make America great again, improve relations with other countries around the world, and support health care for all."
1145,6558,11,,,,none
1146,6566,1,,,,"He's not Trump, that is all."
1147,6568,97,,,,Not one think he is a joke
1148,6571,1,2.0,,,The only reason would be to avoid riots by the left.  He is a horrible candidate and had the democratic party picked a competent nominee I would have considered voting for them.
1149,6581,1,,,,There is no reason I can come up with to support Biden for President.  If you support Biden you support killing the USA.
1150,6583,1,,,,To get rid of Trump!
1151,6588,97,,,,We need someone who is going to look out for the little guys those people that have less money and resources to live .
1152,6592,9,2.0,,,hes a honest person and willing to help the economy get better...plus much more not at all like the person who is 45
1153,6598,2,1.0,,,Because I trust him and I do not trust Trump.
1154,6604,1,,,,He?s not Trump
1155,6605,1,2.0,8.0,,Biden is an honest and decent person. I believe he will surround himself with top advisors unlike the loyalists we have now. He will not insult people on twitter.  He will listen to science. He will get rid of the crazy tax cut for the rich. he will protect health care for people with pre-existing conditions.
1156,6608,11,,,,No reason
1157,6616,11,3.0,,,There is absolutely NO reason to support Joe Biden. He will set this country on the path to socialism.
1158,6618,97,,,,"If you with to live under the tyrannical, controlling socialist party and lose any semblance of freedom or personal wealth."
1159,6623,1,,,,Because trump is the worst human being in the planet and Biden is a good man
1160,6626,2,1.0,,,"Because he seems like an honest, decent person although I dont agree with all his policies. And Trump has done such a terrible job as President we need someone different."
1161,6632,3,,,,I think he will calmly run the country and think before he speaks.
1162,6636,11,,,,none
1163,6639,97,,,,Someone new
1164,6645,11,5.0,,,"There is no good reason, he is a puppet"
1165,6647,99,,,,He has Kamala Harris.
1166,6649,6,10.0,,,He cares more for average Americans rather than the rich and corporations. He takes the virus seriously.
1167,6656,97,,,,Unity of the American People
1168,6657,12,5.0,,,"He seems to have his head on straight. He is also an actual politician, not a business owner. He has much experience, even as a vice president."
1169,6661,97,,,,to control Corvin 19
1170,6667,3,,,,He will do his best to bring the country together and not stoke the racism.
1171,6674,2,,,,He?s not a liar
1172,6680,1,,,,He?s not Trump.
1173,6685,11,,,,Honestly there is no good reason to support him.
1174,6686,2,,,,He will be more honest
1175,6698,11,12.0,,,"I see no reason to support Biden, he is losing his mind"
1176,6702,1,,,,Trump has threatened to violate the US Constitution dealing with cessation of power after an election. He has committed numerous human rights violations and is an enemy of the country. He must be arrested and tried to Conspiracy to overthrow the government.
1177,6704,2,,,,He's probably the better of two evils
1178,6716,97,,,,"because he isn't a perverted traitor, who steals  money from his  country, locks kids  up and has broken  every one of the 10 commnadments"
1179,6718,8,3.0,7.0,,he will help bring this country back on track.He wil help the people who have been knocked down by covid to get back on track.He will protect social security and health insurance. He will bring the relationships with other coubtries back.
1180,6719,4,11.0,,,There is no good reason to support Biden for President.  He doesn't have the mental capacity or the stamina to be President.
1181,6722,1,,,,He's not Trump
1182,6730,97,,,,Will speed up the return of Jesus
1183,6731,11,,,,There is no reason to support Biden.
1184,6735,97,,,,Unity
1185,6736,13,,,,He is not a fascist
1186,6740,11,,,,Nothing at all
1187,6741,7,,,,Keep our social securityin tact.
1188,6745,11,,,,No reason.
1189,6747,11,,,,I dont know of any good reason to support him
1190,6749,11,,,,There is none
1191,6757,5,,,,He is experienced and has tact
1192,6758,99,,,,I?d like to watch him sniff more people.
1193,6761,99,,,,No idea
1194,6763,97,,,,He would have handled the virus in the first place instead of covering it up and repeatedly putting us in danger
1195,6765,11,,,,there is no good reason to support him
1196,6766,1,,,,He is not trump
1197,6770,5,,,,He acts in a calm sensical manner
1198,6779,11,,,,None at all
1199,6780,1,,,,Because anybody has to be better at the job than Trump.
1200,6783,3,,,,Bring us together
1201,6784,97,,,,More politically correct
1202,6791,2,,,,"people think he is a man of good character, tough question"
1203,6795,1,3.0,,,"He will unite our country, after Trump divided it."
1204,6799,99,,,,I don't support biden
1205,6802,11,,,,none
1206,6803,97,,,,to not to as he is a crook
1207,6809,11,,,,There isn't one.  Joe Biden is a horrible candidate and would destroy this country!
1208,6811,2,,,,he has compassion for all
1209,6821,11,5.0,,,There is absolutely no reason to support Biden.  He has had decades to fix things and has not.
1210,6830,8,,,,to go more socialist and keep the UNaffordable health care
1211,6833,11,5.0,,,"No reason,do not like him or believe he is fit to b president"
1212,6835,97,,,,Because he will prioritize the people and will do the work it will take to fix our country
1213,6836,11,13.0,,,There is absolutely no reason to support Biden. He would be a disaster for the country.
1214,6839,11,1.0,,,"Because he isn?t Trump, but I wish there was a better reason"
1215,6841,13,,,,He is the lesser of two evils.
1216,6843,13,11.0,3.0,,There is no good reason to support Biden.If he is elected the country will change for the worse.This country will become a socialist country with government controlling everything.
1217,6846,6,,,,Building and supporting the middle class amd small business.
1218,6848,98,,,,Not able to
1219,6849,1,13.0,,,Trump lies and is a Fascist who wants to be a dictator.
1220,6850,3,1.0,,,He is not Donald Trump.  He will actually care and look out for Americans versus himself.
1221,6860,2,,,,He's honest and trustworthy
1222,6861,13,11.0,,,There isn't a good reason. His socialist liberal views are too far reaching to find any good reason.
1223,6864,2,,,,"He is for sure a likeable guy,  and somewhat local to us."
1224,6866,97,,,,It may calm the country so that the rioting stops
1225,6869,5,11.0,,,I don?t feel he can be supported.  He is someone I do not feel would support Americans. He has already proven that
1226,6872,11,,,,There isn?t any
1227,6873,11,,,,I don't have any good reasons to support him.
1228,6874,11,,,,I can't think of a reason to support Biden
1229,6881,11,,,,There is no reason.
1230,6886,11,5.0,13.0,,I do not support Biden for president.  He is weak and not strong enough to do the job.  He has health problems and won't be able to do the job.  He want to defund the police and is totally a very liberal person.
1231,6887,5,,,,The best reason to support Joe Biden for President would be his ability to work with both Democrats and Republicans.
1232,6894,11,,,,There is no reason to support him. The Democrats are destroying America.
1233,6899,2,,,,He seemsblikw a friendly man who gets stuff done.
1234,6902,1,,,,I like him better than the other ass.
1235,6904,99,,,,not sure
1236,6908,11,,,,There is none
1237,6911,11,,,,I have no best reason for supporting this man in any way.
1238,6915,11,,,,No reason at all
1239,6916,99,,,,I just believe we need somebody who's attitude can bring together Americans.
1240,6927,1,2.0,,,He is a good person. Trump is a trash person
1241,6929,12,,,,there is none he is too old weak and unfit to run
1242,6935,3,9.0,,,He will do what is right for americans and our country.
1243,6936,2,,,,Trusted
1244,6940,97,,,,He understands low income families
1245,6943,2,1.0,,,"trump did not handle tthe civid-19 very well and he lied to american people how bad it would be ,to many deaths in america"
1246,6944,1,,,,"He?s far more honest than Trump, and not a bully"
1247,6951,3,,,,He can unite the country.
1248,6958,11,,,,Nothing
1249,6960,1,9.0,,,Want to change to a different president dealing with the coronovirus better and more jobs.
1250,6965,1,,,,He?s better than Trump
1251,6972,1,,,,Biden because he's capable and not Trump
1252,6975,3,,,,he cares about people
1253,6976,7,,,,He supports Social Security
1254,6981,11,,,,Nothing
1255,6987,11,,,,None
1256,6989,11,12.0,,,None. He is too old and does not have all his marbles. He also is not educated on the issue of firearms and he wants to take them away from law-abiding and peaceful citizens.
1257,6991,11,,,,There is no good reason.
1258,6993,13,,,,He is not a psychopath dictator.
1259,6995,5,,,,Ethical and a leader
1260,6997,97,,,,yes
1261,7001,11,,,,there is no reason to support Biden
1262,7003,5,3.0,,,I believe that he will succeed at his job a president of the USA. He wont split the county he will make this country work.
1263,7005,11,13.0,,,I do not support Joe Biden as President.  I feel the Democrats are leaning way too much towards Socialism.
1264,7006,3,,,,He will unite the country again and treat our allies better and will not bully and name call people that disagree with him.
1265,7010,11,,,,nothing
1266,7017,13,11.0,,,I don't support him.   He never did anything for the last 40 yrs
1267,7020,98,,,,no good reason
1268,7021,12,,,,He is less divisive
1269,7022,10,3.0,,,Biden will unite the country and will focus on getting a handle on the coronavirus.
1270,7024,97,,,,"clear minded,  politr"
1271,7025,8,,,,"He will keep health care for all Americans, including Medicare and Medicaid."
1272,7031,11,,,,There is none
1273,7033,8,,,,Healthcare
1274,7035,97,,,,"no reason to support Biden, his poly position spell trouble"
1275,7044,1,,,,He is not Trump
1276,7046,97,,,,like what he stands for
1277,7052,4,,,,"He's intelligent, caring, and not erratic and abusive."
1278,7053,97,,,,Taxes
1279,7054,13,,,,He knows what it takes to be a true leader for this country.
1280,7060,12,11.0,,,There is no good reason to support Biden.  His mind is shot and he's tired.  He needs to feed birds on a park bench somewhere.
1281,7062,3,1.0,,,He is not Trump. We hope that the next president will put our country back on the right track.
1282,7070,1,,,,Trump is unfit to be President.
1283,7073,1,,,,He is not clinically insane like Trump
1284,7077,1,,,,He's the opposite of Donald Trump
1285,7106,99,,,,"Perhaps a moderate,that is all I can think of."
1286,7108,1,,,,Biden is someone that could represent the United States around the world in high regard.  Not as a laughing stock like we are with Trump.
1287,7131,1,,,,The Democrats should have picked a more trustworthy candidate.
1288,7133,99,,,,I am not sure
1289,7134,4,,,,"i would never, he just seems stupid"
1290,7163,99,,,,Can't think of any reason to support Biden.
1291,7181,2,,,,He is a normal person and not a deranged reality tv star
1292,7184,9,,,,Economy
1293,7194,11,,,,I would support him if he truly does what he says he's going to do.
1294,7212,6,3.0,,,Honestly & he listens to the people and will work for the people not the rich and special interests.
1295,7214,1,7.0,,,Wants to protect social security and he isn't so arrogant like Trump!
1296,7217,11,,,,There is no good reason
1297,7219,3,1.0,,,He is not Trump and cares about the country not just himself.
1298,7220,5,2.0,,,His respect for the office of the President & his honesty
1299,7222,2,,,,He is Very Honest & Caring & Will Help The All Of The People Ever Where Around The World!!
1300,7233,11,,,,I can't think of any reason to support Joe Biden
1301,7236,11,13.0,,,"I would NEVER support a man who lies, has accomplished nothing over his 40+ years in government and is a socialist far left person being led by worse!"
1302,7258,2,,,,He is normal
1303,7295,11,1.0,,,There is NO reason to support Biden for President. At the same time there is NO reason to support Trump for President either. They are 2 vulgar old men who have no business in government much less in the White House. I'll be voting for NOTA (None Of The Above) in November.
1304,7298,2,,,,He is honest means what he says.
1305,7347,11,,,,Nothing
1306,7439,6,8.0,7.0,,"he wii protect our social security and obamacare, will help the poorest."
1307,7452,11,,,,none that I can think of
1308,7477,11,,,,there is no reason i would support him
1309,7489,1,,,,Trump is not intelligent enough to be president. He is in the pocket of Russia so is a threat to national security.
1310,7511,3,,,,He will work to unite the country and reduce the level of divisiveness and hostility that currently exists.
1311,7520,97,,,,Will do good for country
1312,7527,12,,,,He will deal with social issues and the COVID crisis in a better manner
1313,7547,97,,,,Less abrasive
1314,7580,4,,,,he is a rational human being who can speak in complete sentences and is not a liar.
1315,7584,2,,,,Level-headed individual that knows how to get things done.
1316,7605,13,,,,he belongs in the hospital
1317,7616,5,,,,He speaks better
1318,7693,2,,,,He is truthful unlike the other guy.
1319,7696,97,,,,I would never support biden
1320,7706,5,2.0,,,"He is honest, has experience and will do the right thing for Americans."
1321,7720,11,,,,there is absolutely no reason to support Biden
1322,7737,7,,,,protecting social security
1323,7738,1,,,,He is not Trump
1324,7754,11,,,,There is no good reason
1325,7756,11,,,,there are no reasons to support Biden
1326,7760,3,,,,Uniting the country
1327,7761,5,1.0,,,Trump needs to go.  He is a danger to our nation.
1328,7765,13,,,,No reason to support someone who supports Antifa.
1329,7769,11,,,,there isn't a reason
1330,7796,4,6.0,,,"He's rational and cares about everyone, not just the rich."
1331,7814,3,,,,He will be a president for all people
1332,7825,99,,,,I won?t support Biden or what this survey is trying to get at.
1333,7867,13,11.0,,,"None. He is not up to the job, AND, why has he not taken care of a lot of these problems in 47 years?"
1334,7887,12,,,,He doesn't encourage hate and divisiveness
1335,7888,5,2.0,,,He has a plan and has experience. He us HONEST
1336,7891,97,,,,Covid
1337,7899,5,,,,Experience
1338,7908,97,,,,Dealing effectively with the virus
1339,7917,97,,,,Abortion
1340,7922,97,,,,Empathy and change
1341,7934,99,,,,He is much less divisive and blunt and offensive in his communication style.
1342,7937,1,,,,He's not Trump.
1343,8004,97,,,,Abortion
1344,8008,11,5.0,,,I have no reason to support Joe Biden. I think he demonstrated all he needed to while he was vice President
1345,8014,3,,,,I believe he can undo the damage the racist clown has brought upon our country.
1346,8029,6,1.0,3.0,,He cares about the middle and lower class and Trump only cares about himself and the rich.
1347,8038,2,11.0,5.0,,I don't have a good reason to support Joe Biden.  He is a life long politician and has no real world business/life experiences.  He is just saying what people want to hear.
1348,8052,11,,,,No reason
1349,8056,1,,,,He?s way better than Trump. He has plans to address the issues that re important to me
1350,8060,11,,,,there isn't one
1351,8081,1,,,,He?s not trump
1352,8084,8,,,,He will make sure we get good health care
1353,8087,13,1.0,,,"He does not lie to the American public as trump has consistently done. also, when he takes a position, he will not reverse his position due to political concerns."
1354,8106,11,,,,none
1355,8108,6,2.0,13.0,,He is an empathetic and caring person.  He is presidential and would represent the county well.
1356,8115,1,12.0,,,I wouldn't. He is too old and weak to be our next president. The people that he has surrounded himself with are way too radical and unhinged to lead this counrty.
1357,8117,2,,,,He doesn't lie to the American people.
1358,8120,11,,,,None
1359,8127,11,,,,there is no good reason!!
